Codigo,Nombre_base,CodigoEstado_base,CodigoProveedorConsultado,FechaConsulta,Nombre_detalle,CodigoEstado_detalle,Estado,CodigoLicitacion,Descripcion,CodigoTipo,Tipo,TipoMoneda,CodigoEstadoProveedor,EstadoProveedor,TieneItems,PromedioCalificacion,CantidadEvaluacion,Descuentos,Cargos,TotalNeto,PorcentajeIva,Impuestos,Total,Financiamiento,Pais,TipoDespacho,FormaPago,Fechas.FechaCreacion,Fechas.FechaEnvio,Fechas.FechaAceptacion,Fechas.FechaCancelacion,Fechas.FechaUltimaModificacion,Comprador.CodigoOrganismo,Comprador.NombreOrganismo,Comprador.RutUnidad,Comprador.CodigoUnidad,Comprador.NombreUnidad,Comprador.Actividad,Comprador.DireccionUnidad,Comprador.ComunaUnidad,Comprador.RegionUnidad,Comprador.Pais,Comprador.NombreContacto,Comprador.CargoContacto,Comprador.FonoContacto,Comprador.MailContacto,Proveedor.Codigo,Proveedor.Nombre,Proveedor.Actividad,Proveedor.CodigoSucursal,Proveedor.NombreSucursal,Proveedor.RutSucursal,Proveedor.Direccion,Proveedor.Comuna,Proveedor.Region,Proveedor.Pais,Proveedor.NombreContacto,Proveedor.CargoContacto,Proveedor.FonoContacto,Proveedor.MailContacto,Items.Cantidad,Items.Listado,CategoriaProducto,FechaProcesamiento,Tipo_base,Estado_base,CodigoOrganismoPublico_base,NombreOrganismoPublico_base,FechaCreacion,FechaCierre,Tipo_detalle,Estado_detalle,NombreProductoGenerico,EspecificacionComprador,EspecificacionProveedor,CodigoOrganismoPublico_detalle,NombreOrganismoPublico_detalle,Monto,CodigoOrganismoPublico,NombreOrganismoPublico
1556-65-CM26,Orden de Compra: 1556-65-CM26,12,27693,2026-03-10,Orden de Compra: 1556-65-CM26,12.0,Recepción Conforme,,Orden de Compra codigo: 1556-65-CM26 dirigida a EDENRED CHILE SOCIEDAD ANONIMA,9,CM,CLP,7.0,Recepción Conforme,1,4.767676767676767,99.0,419737.0,0.0,8394737.0,19.0,1515250.0,9490250.0,,CL,12,2,2026-03-05T13:18:44.36,2026-03-05T16:04:57.723,2026-03-05T17:40:58.68,,2026-03-05T13:21:00,7413,SERVICIO DE SALUD ATACAMA HOSPITAL DE CHANARAL,61.606.305-7,2552,Hospital de Chañaral,,Av. Arturo Prat 1000,Chañaral,Región de Atacama ,CL,Karen Susana Herrera Anacona,,,,27693,EDENRED CHILE SOCIEDAD ANONIMA,"RESTAURANTES| OTROS TIPOS DE INTERMEDIACION MONETARIA N.C.P.| SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERA| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.",27623,EDENRED CHILE S.A.,96.781.350-8,"Avenida Andres Bello # 2687, piso 13.",,,CL,,Contacto,,,1.0,"[{'Correlativo': 1, 'CodigoCategoria': 0, 'Categoria': '', 'CodigoProducto': 0, 'Producto': 'ALIMENTACIÓN -  ', 'EspecificacionComprador': '(1964920) ALIMENTACIÓN -  ', 'EspecificacionProveedor': '(1964920) ALIMENTACIÓN -   ; Región Metropolitana de Santiago; Santiago; Direccion no aplica a productos virtuales; DESCUENTO 5,0%', 'Cantidad': 1.0, 'Unidad': None, 'Moneda': 'CLP', 'PrecioNeto': 8394737.0, 'TotalCargos': 0.0, 'TotalDescuentos': 0.0, 'TotalImpuestos': 0.0, 'Total': 8394737.0}]",ALIMENTACION,2026-03-11T03:04:31.800537,,,,,,,,,,,,,,,,
1969-132-SE26,SERVICIO SALA CUNA MES DE FEBRERO 2026,12,27693,2026-03-10,SERVICIO SALA CUNA MES DE FEBRERO 2026,12.0,Recepción Conforme,1969-41-LE25,"Coordinar servicio con el Área Social Bienestar Regional, ubicada en O´Higgins Nº77 Poniente, Piso 6, Oficina 606, Comuna Concepción, fono 41-3162712, correo electrónico cristel.ortega@gendarmeria.cl.
Facturar a:
Señor (es): Gendarmería de Chile Dirección Regional Del Biobío.
Rut: 61.004.068-3
Giro: Servicio Público
Dirección: O’HIGGINS N°77 PONIENTE 6° PISO OFICINA 607
Comuna: Concepción
Fono: 41-3162750
Ítem 22.08.008/F24",8,SE,CLP,7.0,Recepción Conforme,1,4.767676767676767,99.0,0.0,0.0,3382312.0,0.0,0.0,3382312.0,,CL,12,2,2026-02-19T09:58:44.49,2026-03-04T16:30:04.307,2026-03-04T17:00:22.44,,2026-03-06T09:50:00,6925,DIRECCION GENERAL DE GENDARMERIA DE CHIL,61.004.068-3,2964,Región del Bio Bío,Gubernamental,"O""higgins N°77 Poniente oficina 607",Concepción,Región del Biobío ,CL,Lia Javiera Orellana López,Operador de Compra,,,27693,EDENRED CHILE SOCIEDAD ANONIMA,RESTAURANTES| OTROS TIPOS DE INTERMEDIACION MONETA,27623,EDENRED CHILE S.A.,96.781.350-8,"Avenida Andres Bello # 2687, piso 13.",Las Condes,Región Metropolitana de Santiago,CL,YASMIN GUERRA,ADMINISTRATIVA MERCADO PUBLICO,,,6.0,"[{'Correlativo': 1, 'CodigoCategoria': 91111900, 'Categoria': 'Servicios de cuidado personal y domésticos / Servicio doméstico y de cuidados / Cuidado de niños, personas enfermas y ancianos', 'CodigoProducto': 91111901, 'Producto': 'Jardines infantiles o salas cunas', 'EspecificacionComprador': 'MENSUALIDAD FEBRERO KOALA, MENOR I.M.C.B. HIJA FUNCIONARIA JULIA ANDREA BELTRAN.', 'EspecificacionProveedor': 'MENSUALIDAD FEBRERO KOALA, MENOR I.M.C.B. HIJA FUNCIONARIA JULIA ANDREA BELTRAN.', 'Cantidad': 1.0, 'Unidad': None, 'Moneda': 'CLP', 'PrecioNeto': 492200.0, 'TotalCargos': 0.0, 'TotalDescuentos': 0.0, 'TotalImpuestos': 0.0, 'Total': 492200.0}, {'Correlativo': 2, 'CodigoCategoria': 91111900, 'Categoria': 'Servicios de cuidado personal y domésticos / Servicio doméstico y de cuidados / Cuidado de niños, personas enfermas y ancianos', 'CodigoProducto': 91111901, 'Producto': 'Jardines infantiles o salas cunas', 'EspecificacionComprador': 'MENSUALIDAD FEBRERO KOALA, MENOR E.L.F.H. HIJA FUNCIONARIA CAROLINA HERRERA RODRÍGUEZ ', 'EspecificacionProveedor': 'MENSUALIDAD FEBRERO KOALA, MENOR E.L.F.H. HIJA FUNCIONARIA CAROLINA HERRERA RODRÍGUEZ ', 'Cantidad': 1.0, 'Unidad': None, 'Moneda': 'CLP', 'PrecioNeto': 492200.0, 'TotalCargos': 0.0, 'TotalDescuentos': 0.0, 'TotalImpuestos': 0.0, 'Total': 492200.0}, {'Correlativo': 3, 'CodigoCategoria': 91111900, 'Categoria': 'Servicios de cuidado personal y domésticos / Servicio doméstico y de cuidados / Cuidado de niños, personas enfermas y ancianos', 'CodigoProducto': 91111901, 'Producto': 'Jardines infantiles o salas cunas', 'EspecificacionComprador': 'MENSUALIDAD FEBRERO KOALA, MENOR A.G.M.B HIJO DE FUNCIONARIA CAMILA BETANCUR', 'EspecificacionProveedor': 'MENSUALIDAD FEBRERO KOALA, MENOR A.G.M.B HIJO DE FUNCIONARIA CAMILA BETANCUR', 'Cantidad': 1.0, 'Unidad': None, 'Moneda': 'CLP', 'PrecioNeto': 492200.0, 'TotalCargos': 0.0, 'TotalDescuentos': 0.0, 'TotalImpuestos': 0.0, 'Total': 492200.0}, {'Correlativo': 4, 'CodigoCategoria': 91111900, 'Categoria': 'Servicios de cuidado personal y domésticos / Servicio doméstico y de cuidados / Cuidado de niños, personas enfermas y ancianos', 'CodigoProducto': 91111901, 'Producto': 'Jardines infantiles o salas cunas', 'EspecificacionComprador': 'MENSUALIDAD FEBRERO MANITAS, MENOR E.A.R.C. HIJA DE FUNCIONARIA SANDRA CABRERA', 'EspecificacionProveedor': 'MENSUALIDAD FEBRERO MANITAS, MENOR E.A.R.C. HIJA DE FUNCIONARIA SANDRA CABRERA', 'Cantidad': 1.0, 'Unidad': None, 'Moneda': 'CLP', 'PrecioNeto': 461312.0, 'TotalCargos': 0.0, 'TotalDescuentos': 0.0, 'TotalImpuestos': 0.0, 'Total': 461312.0}, {'Correlativo': 5, 'CodigoCategoria': 91111900, 'Categoria': 'Servicios de cuidado personal y domésticos / Servicio doméstico y de cuidados / Cuidado de niños, personas enfermas y ancianos', 'CodigoProducto': 91111901, 'Producto': 'Jardines infantiles o salas cunas', 'EspecificacionComprador': 'MENSUALIDAD ENERO Y FEBRERO KOALA, MENOR A.DC.L.O. HIJA DE FUNCIONARIA MILLARAY ORMEÑO.', 'EspecificacionProveedor': 'MENSUALIDAD ENERO Y FEBRERO KOALA, MENOR A.DC.L.O. HIJA DE FUNCIONARIA MILLARAY ORMEÑO.', 'Cantidad': 2.0, 'Unidad': None, 'Moneda': 'CLP', 'PrecioNeto': 492200.0, 'TotalCargos': 0.0, 'TotalDescuentos': 0.0, 'TotalImpuestos': 0.0, 'Total': 984400.0}, {'Correlativo': 6, 'CodigoCategoria': 91111900, 'Categoria': 'Servicios de cuidado personal y domésticos / Servicio doméstico y de cuidados / Cuidado de niños, personas enfermas y ancianos', 'CodigoProducto': 91111901, 'Producto': 'Jardines infantiles o salas cunas', 'EspecificacionComprador': 'MATRÍCULA KOALA, MENOR A.DC.L.O. HIJA DE FUNCIONARIA MILLARAY ORMEÑO.', 'EspecificacionProveedor': 'MATRÍCULA KOALA, MENOR A.DC.L.O. HIJA DE FUNCIONARIA MILLARAY ORMEÑO.', 'Cantidad': 1.0, 'Unidad': None, 'Moneda': 'CLP', 'PrecioNeto': 460000.0, 'TotalCargos': 0.0, 'TotalDescuentos': 0.0, 'TotalImpuestos': 0.0, 'Total': 460000.0}]",SALA CUNA,2026-03-11T03:04:31.800537,,,,,,,,,,,,,,,,
3439-26-CM26,RECARGAS TARJETAS ALIMENTACION DEPTO. L.4. (MARZO),6,27693,2026-03-10,RECARGAS TARJETAS ALIMENTACION DEPTO. L.4. (MARZO),6.0,Aceptada,,,9,CM,CLP,4.0,Aceptada,1,4.767676767676767,99.0,78529.0,0.0,1570588.0,19.0,283491.0,1775550.0,,CL,12,2,2026-03-06T16:13:29.263,2026-03-09T16:07:28.163,2026-03-10T16:14:29.37,,2026-03-09T15:47:00,113812,DIRECCION DE LOGISTICA DE CARABINEROS,61.938.500-4,4360,Depto.Fomento Equino L4,,"Teatinos 20, oficina 67, Santiago",Santiago,Región Metropolitana de Santiago,CL,Alexandra Andrea Hernández Lepín,,,,27693,EDENRED CHILE SOCIEDAD ANONIMA,"RESTAURANTES| OTROS TIPOS DE INTERMEDIACION MONETARIA N.C.P.| SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERA| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.",27623,EDENRED CHILE S.A.,96.781.350-8,"Avenida Andres Bello # 2687, piso 13.",,,CL,,Contacto,,,1.0,"[{'Correlativo': 1, 'CodigoCategoria': 0, 'Categoria': '', 'CodigoProducto': 0, 'Producto': 'ALIMENTACIÓN -  ', 'EspecificacionComprador': '(1964920) ALIMENTACIÓN -  ', 'EspecificacionProveedor': '(1964920) ALIMENTACIÓN -   ; Región Metropolitana de Santiago; Santiago; Direccion no aplica a productos virtuales; DESCUENTO 5,0%', 'Cantidad': 1.0, 'Unidad': None, 'Moneda': 'CLP', 'PrecioNeto': 1570588.0, 'TotalCargos': 0.0, 'TotalDescuentos': 0.0, 'TotalImpuestos': 0.0, 'Total': 1570588.0}]",ALIMENTACION,2026-03-11T03:04:31.800537,,,,,,,,,,,,,,,,
2115-139-SE26,SERV. SALA CUNA - 01/2026,12,27693,2026-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2170-185-CM26,TURNOS DIA (TURNANTES) MARZO 2026:,12,27693,2026-03-10,TURNOS DIA (TURNANTES) MARZO 2026:,12.0,Recepción Conforme,,Orden de Compra codigo: 2170-185-CM26 dirigida a EDENRED CHILE SOCIEDAD ANONIMA,9,CM,CLP,7.0,Recepción Conforme,1,4.767676767676767,99.0,187752.0,0.0,3755042.0,19.0,677785.0,4245075.0,,CL,12,2,2026-02-24T15:56:13.06,2026-02-27T09:28:31.993,2026-02-27T10:53:09.69,,2026-02-25T15:10:00,7486,HOSPITAL DE LA FAMILIA Y LA COMUNIDAD SANTO TOMAS DE LIMACHE,61.606.606-4,3165,Abastecimiento Hospital Limache,,Carelmapu S/Nº,Limache,Región de Valparaíso ,CL,Rodrigo Mesa Taha,,,,27693,EDENRED CHILE SOCIEDAD ANONIMA,"RESTAURANTES| OTROS TIPOS DE INTERMEDIACION MONETARIA N.C.P.| SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERA| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.",27623,EDENRED CHILE S.A.,96.781.350-8,"Avenida Andres Bello # 2687, piso 13.",,,CL,,Contacto,,,1.0,"[{'Correlativo': 1, 'CodigoCategoria': 0, 'Categoria': '', 'CodigoProducto': 0, 'Producto': 'ALIMENTACIÓN -  ', 'EspecificacionComprador': '(1964920) ALIMENTACIÓN -  ', 'EspecificacionProveedor': '(1964920) ALIMENTACIÓN -   ; Región Metropolitana de Santiago; Santiago; Direccion no aplica a productos virtuales; DESCUENTO 5,0%', 'Cantidad': 1.0, 'Unidad': None, 'Moneda': 'CLP', 'PrecioNeto': 3755042.0, 'TotalCargos': 0.0, 'TotalDescuentos': 0.0, 'TotalImpuestos': 0.0, 'Total': 3755042.0}]",ALIMENTACION,2026-03-11T03:04:31.800537,,,,,,,,,,,,,,,,
1079967-77-CM26,Orden de Compra: 1079967-77-CM26 / Recarga alimentación Fiscal zona tarapacá.,12,27693,2026-03-10,Orden de Compra: 1079967-77-CM26 / Recarga alimentación Fiscal zona tarapacá.,12.0,Recepción Conforme,,"Orden de Compra codigo: 1079967-77-CM26 dirigida a EDENRED CHILE SOCIEDAD ANONIMA

ALIMENTACIÓN FISCAL MES DE FEBRERO ZONA TARAPACÁ, AÑO 2026, 
- OPERATIVA
- ADMINISTRATIVA
- COLACIÓN NOCTURNA",9,CM,CLP,7.0,Recepción Conforme,1,4.767676767676767,99.0,796849.0,0.0,15936975.0,19.0,2876624.0,18016750.0,22.01.001.001 / 22.01.001.002 / 22.01.001.004,CL,12,2,2026-03-06T16:08:40.627,2026-03-06T16:53:17.77,2026-03-09T14:14:10.24,,2026-03-10T16:42:00,113812,DIRECCION DE LOGISTICA DE CARABINEROS,60.505.102-2,1079967,SECCIÓN COMPRAS ZONA DE CARABINEROS TARAPACA,COMPRAS I ZONA TARAPACÁ,"THOMPSON N° 191, CIUDAD IQUIQUE  IRA. REG. TARAPAC",Iquique,Región de Tarapacá  ,CL,Rodrigo Alexis Gutierrez Perez,,,,27693,EDENRED CHILE SOCIEDAD ANONIMA,"RESTAURANTES| OTROS TIPOS DE INTERMEDIACION MONETARIA N.C.P.| SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERA| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.",27623,EDENRED CHILE S.A.,96.781.350-8,"Avenida Andres Bello # 2687, piso 13.",,,CL,,Contacto,,,1.0,"[{'Correlativo': 1, 'CodigoCategoria': 0, 'Categoria': '', 'CodigoProducto': 0, 'Producto': 'ALIMENTACIÓN -  ', 'EspecificacionComprador': '(1964920) ALIMENTACIÓN -  ', 'EspecificacionProveedor': '(1964920) ALIMENTACIÓN -   ; Región Metropolitana de Santiago; Santiago; Direccion no aplica a productos virtuales; DESCUENTO 5,0%', 'Cantidad': 1.0, 'Unidad': None, 'Moneda': 'CLP', 'PrecioNeto': 15936975.0, 'TotalCargos': 0.0, 'TotalDescuentos': 0.0, 'TotalImpuestos': 0.0, 'Total': 15936975.0}]",ALIMENTACION,2026-03-11T03:04:31.800537,,,,,,,,,,,,,,,,
1624-35-CM26,Alimentación funcionarios febrero 2026: 1624-35-CM26,12,27693,2026-03-10,Alimentación funcionarios febrero 2026: 1624-35-CM26,12.0,Recepción Conforme,,Orden de Compra codigo: 1624-35-CM26 dirigida a EDENRED CHILE SOCIEDAD ANONIMA,9,CM,CLP,7.0,Recepción Conforme,1,4.767676767676767,99.0,375000.0,0.0,7500000.0,19.0,1353750.0,8478750.0,133,CL,12,2,2026-02-24T15:06:50.3,2026-02-25T09:46:48.727,2026-02-25T11:21:21.44,,2026-02-24T15:30:00,7445,SERVICIO DE SALUD HOSPITAL DE NANCAGUA,61.602.147-8,2620,Hospital de Nancagua,-,18 de Septiembre  464,Nancagua,Región del Libertador General Bernardo O´Higgins,CL,Angelica Cornejo Ayala,,,,27693,EDENRED CHILE SOCIEDAD ANONIMA,"RESTAURANTES| OTROS TIPOS DE INTERMEDIACION MONETARIA N.C.P.| SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERA| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.",27623,EDENRED CHILE S.A.,96.781.350-8,"Avenida Andres Bello # 2687, piso 13.",,,CL,,Contacto,,,1.0,"[{'Correlativo': 1, 'CodigoCategoria': 0, 'Categoria': '', 'CodigoProducto': 0, 'Producto': 'ALIMENTACIÓN -  ', 'EspecificacionComprador': '(1964920) ALIMENTACIÓN -  ', 'EspecificacionProveedor': '(1964920) ALIMENTACIÓN -   ; Región Metropolitana de Santiago; Santiago; Direccion no aplica a productos virtuales; DESCUENTO 5,0%', 'Cantidad': 1.0, 'Unidad': None, 'Moneda': 'CLP', 'PrecioNeto': 7500000.0, 'TotalCargos': 0.0, 'TotalDescuentos': 0.0, 'TotalImpuestos': 0.0, 'Total': 7500000.0}]",ALIMENTACION,2026-03-11T03:04:31.800537,,,,,,,,,,,,,,,,
2115-140-SE26,ADMIN. SALA CUNA - 01/2026,12,27693,2026-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881-36-CM26,"OC 881-36-CM26, ROPA TRABAJO GORE ANTOFAGASTA 2026",12,27693,2026-03-10,"OC 881-36-CM26, ROPA TRABAJO GORE ANTOFAGASTA 2026",12.0,Recepción Conforme,,Orden de Compra codigo: 881-36-CM26 dirigida a EDENRED CHILE SOCIEDAD ANONIMA,9,CM,CLP,7.0,Recepción Conforme,1,4.767676767676767,99.0,360000.0,0.0,3000000.0,0.0,0.0,2640000.0,,CL,12,2,2026-03-09T08:38:23.69,2026-03-09T08:50:52.1,2026-03-09T14:15:49.22,,2026-03-09T08:50:00,7199,GOBIERNO REGIONAL DE ANTOFAGASTA,72.224.100-2,1877,GORE ANTOFAGASTA PROGRAMA 01 FUNCIONAMIENTO,,Arturo Prat 461 Piso 11 - Región de Antofagasta - ,,,CL,Carlos Hernán Carvajal Espinoza,,,,27693,EDENRED CHILE SOCIEDAD ANONIMA,"RESTAURANTES| OTROS TIPOS DE INTERMEDIACION MONETARIA N.C.P.| SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERA| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.",27623,EDENRED CHILE S.A.,96.781.350-8,"Avenida Andres Bello # 2687, piso 13.",,,CL,,Contacto,,,1.0,"[{'Correlativo': 1, 'CodigoCategoria': 0, 'Categoria': '', 'CodigoProducto': 0, 'Producto': 'VESTUARIO Y CALZADO -  ', 'EspecificacionComprador': '(1964922) VESTUARIO Y CALZADO -  ', 'EspecificacionProveedor': '(1964922) VESTUARIO Y CALZADO -   ; Región Metropolitana de Santiago; Santiago; Direccion no aplica a productos virtuales; DESCUENTO 12,0%', 'Cantidad': 1.0, 'Unidad': None, 'Moneda': 'CLP', 'PrecioNeto': 3000000.0, 'TotalCargos': 0.0, 'TotalDescuentos': 0.0, 'TotalImpuestos': 0.0, 'Total': 3000000.0}]",VESTUARIO_Y_CALZADO,2026-03-11T03:04:31.800537,,,,,,,,,,,,,,,,
165-15-CM26,Beneficio vestuario Secretarias y Administrativos.,12,27693,2026-03-10,Beneficio vestuario Secretarias y Administrativos.,12.0,Recepción Conforme,,Orden de Compra codigo: 165-15-CM26 dirigida a EDENRED CHILE SOCIEDAD ANONIMA,9,CM,CLP,7.0,Recepción Conforme,1,4.767676767676767,99.0,235227.0,0.0,1960228.0,0.0,0.0,1725001.0,,CL,12,2,2026-02-27T10:53:44,2026-03-03T12:51:57.24,2026-03-03T17:01:45.417,,2026-03-03T12:52:00,7082,CONSEJO NACIONAL DE EDUCACION,60.930.000-0,1163,Consejo Nacional de Educación,VENTA AL POR MENOR DE OTROS PRODUCTOS EN PEQUENOS ALMACENES NO ESPECIA| ACTIVIDADES DE OTRAS ASOCIACIONES N.C.P.| OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.,"Marchant Pereira N° 844, Providencia",Santiago,Región Metropolitana de Santiago,CL,Ignacio Pino,,,,27693,EDENRED CHILE SOCIEDAD ANONIMA,"RESTAURANTES| OTROS TIPOS DE INTERMEDIACION MONETARIA N.C.P.| SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERA| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.",27623,EDENRED CHILE S.A.,96.781.350-8,"Avenida Andres Bello # 2687, piso 13.",,,CL,,Contacto,,,1.0,"[{'Correlativo': 1, 'CodigoCategoria': 0, 'Categoria': '', 'CodigoProducto': 0, 'Producto': 'VESTUARIO Y CALZADO -  ', 'EspecificacionComprador': '(1964922) VESTUARIO Y CALZADO -  ', 'EspecificacionProveedor': '(1964922) VESTUARIO Y CALZADO -   ; Región Metropolitana de Santiago; Santiago; Direccion no aplica a productos virtuales; DESCUENTO 12,0%', 'Cantidad': 1.0, 'Unidad': None, 'Moneda': 'CLP', 'PrecioNeto': 1960228.0, 'TotalCargos': 0.0, 'TotalDescuentos': 0.0, 'TotalImpuestos': 0.0, 'Total': 1960228.0}]",VESTUARIO_Y_CALZADO,2026-03-11T03:04:31.800537,,,,,,,,,,,,,,,,
1622-288-CM26,BENEFICIO DE ALIMENTACIÓN FEBRERO 2026,12,27693,2026-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2115-185-SE26,SERV. SALA CUNA - 02/2026,12,27693,2026-03-10,SERV. SALA CUNA - 02/2026,12.0,Recepción Conforme,2115-37-LE24,"Los pagos son a través de la TGR, por lo cual, ante dudas o consultas, debe ingresar el titular (proveedor) del pago, a través del Sitio Web de la TGR (Ingresar con Rut y Clave), indicando Rut de la Sociedad, N° DTE y montos de los pagos.
	Los 8 días de reclamación del DTE, es a partir de la fecha de la publicación en el SII, y no de la emisión de la DTE. 
	 DTE, debe informar ID de OC en el campo 801. 
	 Antes de emitir un DTE la OC debe estar en estado aceptada en Mercado Público. 
	 El monto de la DTE no puede ser superior a lo indicado en la OC 
	 La casilla de intercambio es dipresrecepcion@custodium.com, se debe enviar un XML con el formato correspondiente al intercambio electrónico publicado por el SII, desde emitida la DTE no pueden transcurrir más de 72 horas para el envío de la factura a las casillas de correos anteriormente mencionadas. 
	Envío de datos de transferencia a Mail: sofia.rodriguez@crsmaipu.cl
",8,SE,CLP,7.0,Recepción Conforme,1,4.767676767676767,99.0,0.0,0.0,2202571.0,0.0,0.0,2202571.0,493,CL,7,2,2026-03-05T14:58:36.257,2026-03-09T13:34:05.773,2026-03-09T17:00:03.753,,2026-03-09T12:40:00,7317,CENTRO DE REFERENCIA DE SALUD DE MAIPU,65.061.030-k,3110,Departamento de Abastecimiento,HOSPITALES Y CLINICAS,Camino Rinconada 1001,* ,Región Metropolitana de Santiago,CL,Yasna Echeverría Feliú,Profesional Depto Adquisiciones,,,27693,EDENRED CHILE SOCIEDAD ANONIMA,RESTAURANTES| OTROS TIPOS DE INTERMEDIACION MONETA,27623,EDENRED CHILE S.A.,96.781.350-8,"Avenida Andres Bello # 2687, piso 13.",Las Condes,Región Metropolitana de Santiago,CL,YASMIN GUERRA,ADMINISTRATIVA MERCADO PUBLICO,,,1.0,"[{'Correlativo': 1, 'CodigoCategoria': 91111900, 'Categoria': 'Servicios de cuidado personal y domésticos / Servicio doméstico y de cuidados / Cuidado de niños, personas enfermas y ancianos', 'CodigoProducto': 91111901, 'Producto': 'Jardines infantiles o salas cunas', 'EspecificacionComprador': 'DETALLE EN CERTIFICADO ADJUNTO N°19 DE COORDINACION TECNICA', 'EspecificacionProveedor': 'DETALLE EN CERTIFICADO ADJUNTO N°19 DE COORDINACION TECNICA', 'Cantidad': 1.0, 'Unidad': None, 'Moneda': 'CLP', 'PrecioNeto': 2202571.0, 'TotalCargos': 0.0, 'TotalDescuentos': 0.0, 'TotalImpuestos': 0.0, 'Total': 2202571.0}]",SALA CUNA,2026-03-11T03:04:31.800537,,,,,,,,,,,,,,,,
